municipio;ano;area_total_ha;valor_total_mil_reais;total_status;n_produtos_cultivados;hhi_area;produto_lider_valor;valor_produto_lider;area_ha_Cana e forragens;area_ha_Fibras e fumo;area_ha_Frutas;area_ha_Grãos e oleaginosas;area_ha_Hortaliças;area_ha_Perenes comerciais;area_ha_Raízes e tubérculos;uf;ano_preliminar;pct_soja_milho_area;valor_por_ha_reais
Mojuí dos Campos;2023;101682,0;608413,0;informado;20,0;0,479;Soja (em grão);393750,0;10,0;0,0;499,0;99725,0;0,0;128,0;1320,0;PA;False;97,9;5983,0
Monte Alegre;2023;12074,0;189562,0;informado;21,0;0,241;Limão;106215,0;15,0;0,0;3596,0;3588,0;40,0;335,0;4500,0;PA;False;14,9;15700,0
Muaná;2023;3940,0;93273,0;informado;3,0;0,955;Açaí;92625,0;0,0;0,0;3890,0;0,0;0,0;0,0;50,0;PA;False;0,0;23673,0
Nova Esperança do Piriá;2023;10458,0;67400,0;informado;11,0;0,415;Mandioca;34020,0;0,0;100,0;603,0;6305,0;0,0;450,0;3000,0;PA;False;57,4;6445,0
Nova Ipixuna;2023;1069,0;12240,0;informado;9,0;0,39;Mandioca;6252,0;0,0;0,0;137,0;642,0;0,0;10,0;280,0;PA;False;56,1;11450,0
Nova Timboteua;2023;3064,0;52132,0;informado;10,0;0,408;Açaí;23936,0;0,0;0,0;424,0;320,0;0,0;420,0;1900,0;PA;False;4,6;17014,0
Novo Progresso;2023;35888,0;277839,0;informado;19,0;0,646;Soja (em grão);236886,0;5,0;0,0;391,0;34481,0;0,0;11,0;1000,0;PA;False;90,5;7742,0
Novo Repartimento;2023;5379,0;84063,0;informado;5,0;0,818;Cacau (em amêndoa);72590,0;0,0;0,0;509,0;25,0;0,0;4845,0;0,0;PA;False;0,5;15628,0
Óbidos;2023;6931,0;67529,0;informado;16,0;0,88;Mandioca;62400,0;15,0;0,0;315,0;87,0;0,0;14,0;6500,0;PA;False;0,7;9743,0
Oeiras do Pará;2023;7926,0;170052,0;informado;8,0;0,416;Açaí;127376,0;0,0;0,0;3527,0;259,0;0,0;340,0;3800,0;PA;False;1,1;21455,0
Oriximiná;2023;14458,0;63866,0;informado;12,0;0,938;Mandioca;57960,0;5,0;0,0;243,0;210,0;0,0;0,0;14000,0;PA;False;0,9;4417,0
Ourém;2023;2463,0;37404,0;informado;10,0;0,238;Mandioca;11961,0;0,0;8,0;955,0;400,0;0,0;200,0;900,0;PA;False;8,1;15186,0
Ourilândia do Norte;2023;1675,0;20587,0;informado;8,0;0,367;Cacau (em amêndoa);10542,0;0,0;0,0;200,0;385,0;0,0;930,0;160,0;PA;False;20,3;12291,0
Pacajá;2023;12692,0;207331,0;informado;18,0;0,306;Mandioca;79950,0;10,0;0,0;1164,0;2513,0;0,0;6340,0;2665,0;PA;False;12,7;16336,0
Palestina do Pará;2023;800,0;8259,0;informado;4,0;0,458;Banana (cacho);4500,0;0,0;0,0;120,0;550,0;0,0;0,0;130,0;PA;False;63,7;10324,0
Paragominas;2023;320599,0;2045378,0;informado;17,0;0,723;Soja (em grão);1908763,0;0,0;0,0;530,0;318200,0;0,0;620,0;1249,0;PA;False;95,7;6380,0
Parauapebas;2023;7001,0;116983,0;informado;14,0;0,24;Mandioca;45880,0;0,0;0,0;1625,0;3740,0;6,0;100,0;1530,0;PA;False;40,0;16709,0
Pau D'Arco;2023;1957,0;19070,0;informado;2,0;0,657;Mandioca;9785,0;0,0;0,0;0,0;1527,0;0,0;0,0;430,0;PA;False;78,0;9745,0
Peixe-Boi;2023;1486,0;12338,0;informado;10,0;0,298;Mandioca;5486,0;0,0;6,0;230,0;450,0;0,0;100,0;700,0;PA;False;23,6;8303,0
Piçarra;2023;3950,0;27832,0;informado;6,0;0,623;Mandioca;16500,0;0,0;0,0;65,0;3035,0;0,0;0,0;850,0;PA;False;75,9;7046,0
Placas;2023;20548,0;243846,0;informado;15,0;0,478;Cacau (em amêndoa);184914,0;8,0;0,0;1844,0;3430,0;0,0;14566,0;700,0;PA;False;14,6;11867,0
Ponta de Pedras;2023;3665,0;50426,0;informado;3,0;0,965;Açaí;50008,0;0,0;0,0;3635,0;0,0;0,0;0,0;30,0;PA;False;0,0;13759,0
Portel;2023;18863,0;228771,0;informado;4,0;0,649;Açaí;126889,0;0,0;0,0;4263,0;0,0;0,0;0,0;14600,0;PA;False;0,0;12128,0
Porto de Moz;2023;1216,0;21231,0;informado;16,0;0,188;Mandioca;8250,0;15,0;0,0;471,0;300,0;0,0;30,0;400,0;PA;False;11,5;17460,0
Prainha;2023;4868,0;47304,0;informado;19,0;0,299;Mandioca;27000,0;6,0;0,0;654,0;2290,0;8,0;110,0;1800,0;PA;False;39,0;9717,0
Primavera;2023;589,0;3473,0;informado;8,0;0,279;Mandioca;1428,0;0,0;0,0;86,0;330,0;0,0;3,0;170,0;PA;False;39,0;5896,0
Quatipuru;2023;833,0;11673,0;informado;10,0;0,363;Açaí;5494,0;0,0;0,0;303,0;80,0;0,0;0,0;450,0;PA;False;4,8;14013,0
Redenção;2023;16595,0;155585,0;informado;8,0;0,465;Mandioca;67616,0;0,0;0,0;82,0;13763,0;0,0;0,0;2750,0;PA;False;81,9;9375,0
Rio Maria;2023;1331,0;22769,0;informado;6,0;0,297;Abacaxi;15930,0;0,0;0,0;308,0;928,0;0,0;0,0;95,0;PA;False;69,1;17107,0
Rondon do Pará;2023;108755,0;583888,0;informado;12,0;0,5;Soja (em grão);411600,0;0,0;0,0;58,0;108209,0;8,0;0,0;480,0;PA;False;92,9;5369,0
Rurópolis;2023;9934,0;98577,0;informado;17,0;0,176;Cacau (em amêndoa);32999,0;10,0;0,0;2660,0;3670,0;0,0;2644,0;950,0;PA;False;28,5;9923,0
Salinópolis;2023;277,0;2546,0;informado;5,0;0,367;Mandioca;1800,0;0,0;0,0;50,0;77,0;0,0;0,0;150,0;PA;False;9,0;9191,0
Salvaterra;2023;1740,0;27309,0;informado;5,0;0,501;Abacaxi;18254,0;0,0;0,0;600,0;1100,0;0,0;0,0;40,0;PA;False;0,0;15695,0
Santa Bárbara do Pará;2023;435,0;9933,0;informado;4,0;0,391;Açaí;5550,0;0,0;0,0;200,0;55,0;0,0;0,0;180,0;PA;False;6,9;22834,0
Santa Izabel do Pará;2023;6348,0;335067,0;informado;10,0;0,632;Açaí;313680,0;0,0;0,0;5160,0;0,0;0,0;788,0;400,0;PA;False;0,0;52783,0
Santa Luzia do Pará;2023;2000,0;21268,0;informado;8,0;0,251;Mandioca;8500,0;0,0;10,0;340,0;600,0;0,0;200,0;850,0;PA;False;17,5;10634,0
Santa Maria das Barreiras;2023;120200,0;792609,0;informado;10,0;0,47;Soja (em grão);399690,0;0,0;0,0;70,0;119330,0;0,0;0,0;800,0;PA;False;95,7;6594,0
Santa Maria do Pará;2023;7311,0;106971,0;informado;8,0;0,505;Mandioca;83583,0;0,0;0,0;240,0;730,0;0,0;1341,0;5000,0;PA;False;9,6;14632,0
Santana do Araguaia;2023;195195,0;988209,0;informado;10,0;0,493;Soja (em grão);665592,0;0,0;0,0;95,0;193520,0;0,0;780,0;800,0;PA;False;95,5;5063,0
Santarém;2023;69033,0;445941,0;informado;20,0;0,41;Soja (em grão);240450,0;15,0;0,0;488,0;62645,0;10,0;375,0;5500,0;PA;False;89,8;6460,0
Santarém Novo;2023;1205,0;9738,0;informado;7,0;0,333;Mandioca;5280,0;0,0;0,0;125,0;500,0;0,0;30,0;550,0;PA;False;33,2;8081,0
Santo Antônio do Tauá;2023;5110,0;82909,0;informado;11,0;0,354;Açaí;26904,0;0,0;0,0;1560,0;100,0;0,0;3150,0;300,0;PA;False;1,2;16225,0
São Caetano de Odivelas;2023;988,0;19053,0;informado;10,0;0,519;Mandioca;13440,0;0,0;0,0;177,0;85,0;0,0;26,0;700,0;PA;False;2,0;19284,0
São Domingos do Araguaia;2023;3637,0;40180,0;informado;8,0;0,356;Mandioca;18200,0;0,0;0,0;615,0;1092,0;0,0;30,0;1900,0;PA;False;25,5;11048,0
São Domingos do Capim;2023;17525,0;295068,0;informado;15,0;0,382;Mandioca;152860,0;0,0;0,0;3290,0;700,0;0,0;3535,0;10000,0;PA;False;2,0;16837,0
São Félix do Xingu;2023;23054,0;288623,0;informado;11,0;0,253;Mandioca;89668,0;0,0;0,0;2203,0;14639,0;0,0;5000,0;1212,0;PA;False;62,0;12519,0
São Francisco do Pará;2023;6172,0;94395,0;informado;14,0;0,442;Mandioca;60000,0;100,0;0,0;500,0;380,0;0,0;1192,0;4000,0;PA;False;4,9;15294,0
São Geraldo do Araguaia;2023;8455,0;72300,0;informado;9,0;0,513;Banana (cacho);21600,0;0,0;0,0;810,0;5985,0;0,0;1060,0;600,0;PA;False;69,8;8551,0
São João da Ponta;2023;734,0;18169,0;informado;14,0;0,225;Mandioca;6000,0;0,0;0,0;242,0;54,0;0,0;138,0;300,0;PA;False;3,0;24753,0
São João de Pirabas;2023;442,0;4409,0;informado;8,0;0,241;Mandioca;1558,0;0,0;0,0;142,0;120,0;0,0;0,0;180,0;PA;False;18,1;9975,0
São João do Araguaia;2023;1855,0;27808,0;informado;11,0;0,2;Mandioca;9626,0;0,0;0,0;472,0;833,0;0,0;0,0;550,0;PA;False;42,3;14991,0
São Miguel do Guamá;2023;6953,0;98119,0;informado;12,0;0,371;Mandioca;57624,0;0,0;0,0;650,0;1500,0;0,0;803,0;4000,0;PA;False;14,4;14112,0
São Sebastião da Boa Vista;2023;5370,0;59473,0;informado;2,0;0,974;Açaí;58765,0;0,0;0,0;5300,0;0,0;0,0;0,0;70,0;PA;False;0,0;11075,0
Sapucaia;2023;620,0;2581,0;informado;4,0;0,892;Milho (em grão);1737,0;0,0;0,0;11,0;585,0;0,0;2,0;22,0;PA;False;94,4;4163,0
Senador José Porfírio;2023;6286,0;97677,0;informado;12,0;0,47;Cacau (em amêndoa);56490,0;15,0;0,0;945,0;795,0;0,0;4176,0;355,0;PA;False;10,3;15539,0
Soure;2023;125,0;426,0;informado;1,0;1,0;Coco-da-baía;426,0;0,0;0,0;125,0;0,0;0,0;0,0;0,0;PA;False;0,0;3408,0
Tailândia;2023;100035,0;871361,0;informado;15,0;0,435;Dendê (cacho de coco);624319,0;0,0;0,0;615,0;37100,0;0,0;61320,0;1000,0;PA;False;35,5;8711,0
Terra Alta;2023;916,0;15481,0;informado;12,0;0,389;Dendê (cacho de coco);6507,0;0,0;0,0;177,0;12,0;0,0;567,0;160,0;PA;False;0,5;16901,0
Terra Santa;2023;116,0;1701,0;informado;9,0;0,379;Mandioca;1244,0;5,0;0,0;30,0;12,0;0,0;0,0;69,0;PA;False;8,6;14664,0
Tomé-Açu;2023;49014,0;559368,0;informado;14,0;0,548;Dendê (cacho de coco);295185,0;0,0;0,0;4014,0;1050,0;0,0;41950,0;2000,0;PA;False;1,5;11412,0
Tracuateua;2023;4456,0;43935,0;informado;12,0;0,411;Mandioca;30547,0;0,0;15,0;276,0;2105,0;0,0;30,0;2030,0;PA;False;2,2;9860,0
Trairão;2023;15033,0;87516,0;informado;18,0;0,145;Mandioca;22100,0;10,0;0,0;2002,0;7950,0;2,0;1661,0;3408,0;PA;False;29,3;5822,0
Tucumã;2023;11048,0;134402,0;informado;8,0;0,423;Cacau (em amêndoa);101954,0;0,0;0,0;240,0;4058,0;0,0;6600,0;150,0;PA;False;36,2;12165,0
Tucuruí;2023;65,0;1006,0;informado;4,0;0,434;Mandioca;461,0;0,0;0,0;40,0;0,0;0,0;17,0;8,0;PA;False;0,0;15477,0
Ulianópolis;2023;98258,0;654218,0;informado;22,0;0,48;Soja (em grão);456035,0;17000,0;0,0;252,0;80350,0;0,0;166,0;490,0;PA;False;77,0;6658,0
Uruará;2023;24069,0;381567,0;informado;16,0;0,619;Cacau (em amêndoa);308357,0;0,0;0,0;1263,0;3300,0;50,0;18836,0;620,0;PA;False;10,2;15853,0
Vigia;2023;1045,0;17782,0;informado;8,0;0,303;Mandioca;10800,0;0,0;0,0;260,0;0,0;0,0;285,0;500,0;PA;False;0,0;17016,0
Viseu;2023;8760,0;118820,0;informado;14,0;0,317;Mandioca;77303,0;0,0;150,0;1415,0;2525,0;0,0;140,0;4530,0;PA;False;8,0;13564,0
Vitória do Xingu;2023;6702,0;70222,0;informado;17,0;0,681;Cacau (em amêndoa);40759,0;4,0;0,0;564,0;375,0;0,0;5529,0;230,0;PA;False;4,5;10478,0
Xinguara;2023;1431,0;14993,0;informado;8,0;0,416;Mandioca;8010,0;0,0;0,0;67,0;1064,0;0,0;70,0;230,0;PA;False;68,5;10477,0
Abaetetuba;2024;28075,0;734365,0;informado;18,0;0,682;Açaí;672000,0;100,0;0,0;23515,0;225,0;0,0;2185,0;2050,0;PA;False;0,3;26157,0
Abel Figueiredo;2024;6405,0;46653,0;informado;9,0;0,553;Soja (em grão);32759,0;11,0;0,0;28,0;6323,0;0,0;13,0;30,0;PA;False;98,7;7284,0
Acará;2024;54932,0;1260075,0;informado;15,0;0,304;Açaí;480000,0;0,0;0,0;12362,0;150,0;0,0;22120,0;20300,0;PA;False;0,1;22939,0
Afuá;2024;150,0;2698,0;informado;2,0;0,609;Mandioca;2040,0;0,0;0,0;40,0;0,0;0,0;0,0;110,0;PA;False;0,0;17987,0
Água Azul do Norte;2024;6943,0;45037,0;informado;7,0;0,633;Milho (em grão);28000,0;0,0;0,0;133,0;6510,0;0,0;150,0;150,0;PA;False;93,8;6487,0
Alenquer;2024;16385,0;462453,0;informado;16,0;0,473;Mandioca;396000,0;16,0;0,0;2211,0;2540,0;2,0;616,0;11000,0;PA;False;12,2;28224,0
Almeirim;2024;787,0;22783,0;informado;16,0;0,119;Abacaxi;5040,0;8,0;0,0;324,0;145,0;0,0;130,0;180,0;PA;False;12,1;28949,0
Altamira;2024;36264,0;553664,0;informado;21,0;0,267;Cacau (em amêndoa);338966,0;20,0;0,0;1545,0;28053,0;5,0;5691,0;950,0;PA;False;67,6;15268,0
Anajás;2024;12667,0;366369,0;informado;4,0;0,928;Açaí;359529,0;0,0;0,0;12407,0;0,0;0,0;0,0;260,0;PA;False;0,0;28923,0
Ananindeua;2024;38,0;1038,0;informado;2,0;0,589;Açaí;678,0;0,0;0,0;38,0;0,0;0,0;0,0;0,0;PA;False;0,0;27316,0
Anapu;2024;13555,0;572838,0;informado;18,0;0,57;Cacau (em amêndoa);518010,0;0,0;0,0;1474,0;1370,0;3,0;10178,0;530,0;PA;False;7,4;42260,0
Augusto Corrêa;2024;2925,0;29267,0;informado;16,0;0,584;Mandioca;13527,0;0,0;14,0;351,0;240,0;0,0;108,0;2212,0;PA;False;2,1;10006,0
Aurora do Pará;2024;7978,0;126375,0;informado;15,0;0,293;Pimenta-do-reino;38734,0;0,0;0,0;1298,0;1035,0;0,0;4345,0;1300,0;PA;False;10,7;15840,0
Aveiro;2024;1877,0;36943,0;informado;18,0;0,248;Cacau (em amêndoa);14036,0;8,0;0,0;323,0;215,0;0,0;631,0;700,0;PA;False;4,3;19682,0
Bagre;2024;11825,0;363964,0;informado;5,0;0,87;Açaí;358336,0;0,0;0,0;11015,0;0,0;0,0;0,0;810,0;PA;False;0,0;30779,0
Baião;2024;25400,0;446587,0;informado;9,0;0,632;Mandioca;262290,0;0,0;0,0;1780,0;950,0;0,0;2670,0;20000,0;PA;False;3,1;17582,0
Bannach;2024;2151,0;15220,0;informado;5,0;0,951;Soja (em grão);13024,0;0,0;0,0;19,0;2097,0;0,0;5,0;30,0;PA;False;97,5;7076,0
Barcarena;2024;14114,0;505779,0;informado;16,0;0,53;Açaí;420000,0;5,0;0,0;10477,0;362,0;0,0;1720,0;1550,0;PA;False;2,1;35835,0
Belém;2024;170,0;3400,0;informado;1,0;1,0;Açaí;3400,0;0,0;0,0;170,0;0,0;0,0;0,0;0,0;PA;False;0,0;20000,0
Belterra;2024;47688,0;245759,0;informado;18,0;0,508;Soja (em grão);176400,0;0,0;0,0;241,0;46169,0;2,0;76,0;1200,0;PA;False;96,3;5153,0
Benevides;2024;793,0;12375,0;informado;6,0;0,633;Açaí;7812,0;0,0;0,0;728,0;0,0;0,0;65,0;0,0;PA;False;0,0;15605,0
Bom Jesus do Tocantins;2024;609,0;7923,0;informado;13,0;0,285;Milho (em grão);1861,0;0,0;0,0;90,0;435,0;0,0;0,0;84,0;PA;False;49,3;13010,0
Bonito;2024;9740,0;135271,0;informado;8,0;0,82;Dendê (cacho de coco);116248,0;0,0;0,0;220,0;70,0;0,0;8850,0;600,0;PA;False;0,7;13888,0
Bragança;2024;5539,0;48356,0;informado;15,0;0,673;Mandioca;37873,0;0,0;0,0;332,0;620,0;0,0;67,0;4520,0;PA;False;7,2;8730,0
Brasil Novo;2024;11045,0;327368,0;informado;15,0;0,597;Cacau (em amêndoa);291773,0;2,0;0,0;736,0;1371,0;0,0;8396,0;540,0;PA;False;12,2;29639,0
Brejo Grande do Araguaia;2024;1820,0;11438,0;informado;8,0;0,397;Soja (em grão);4080,0;0,0;0,0;125,0;1635,0;0,0;0,0;60,0;PA;False;87,9;6285,0
Breu Branco;2024;6993,0;60005,0;informado;11,0;0,644;Soja (em grão);40631,0;0,0;0,0;100,0;6600,0;0,0;193,0;100,0;PA;False;94,4;8581,0
Breves;2024;3386,0;81475,0;informado;5,0;0,704;Açaí;75096,0;0,0;0,0;2996,0;0,0;0,0;0,0;390,0;PA;False;0,0;24062,0
Bujaru;2024;8677,0;269317,0;informado;11,0;0,53;Açaí;211650,0;0,0;0,0;6647,0;290,0;0,0;740,0;1000,0;PA;False;1,4;31038,0
Cachoeira do Piriá;2024;2151,0;20692,0;informado;12,0;0,254;Açaí;9278,0;0,0;200,0;921,0;295,0;0,0;60,0;675,0;PA;False;3,3;9620,0
Cachoeira do Arari;2024;12750,0;114825,0;informado;4,0;0,859;Arroz (em casca);96305,0;0,0;0,0;750,0;11800,0;0,0;0,0;200,0;PA;False;0,0;9006,0
Cametá;2024;44855,0;1000699,0;informado;14,0;0,492;Açaí;804933,0;0,0;0,0;30124,0;694,0;0,0;7037,0;7000,0;PA;False;0,6;22310,0
Canaã dos Carajás;2024;4891,0;56539,0;informado;11,0;0,68;Banana (cacho);27000,0;0,0;0,0;683,0;4008,0;0,0;50,0;150,0;PA;False;81,8;11560,0
Capanema;2024;8311,0;82200,0;informado;10,0;0,439;Mandioca;59562,0;0,0;0,0;311,0;3300,0;0,0;100,0;4600,0;PA;False;3,6;9891,0
Capitão Poço;2024;19805,0;487279,0;informado;12,0;0,323;Laranja;308146,0;0,0;100,0;12455,0;3050,0;0,0;1100,0;3100,0;PA;False;7,6;24604,0
Castanhal;2024;12354,0;300168,0;informado;13,0;0,451;Mandioca;176672,0;0,0;0,0;1620,0;800,0;0,0;1834,0;8100,0;PA;False;3,2;24297,0
Chaves;2024;70,0;1155,0;informado;1,0;1,0;Mandioca;1155,0;0,0;0,0;0,0;0,0;0,0;0,0;70,0;PA;False;0,0;16500,0
Colares;2024;415,0;3309,0;informado;7,0;0,84;Mandioca;3040,0;0,0;0,0;20,0;15,0;0,0;0,0;380,0;PA;False;2,4;7973,0
Conceição do Araguaia;2024;32117,0;226808,0;informado;9,0;0,521;Soja (em grão);135783,0;0,0;0,0;550,0;31040,0;0,0;7,0;520,0;PA;False;96,2;7062,0
Concórdia do Pará;2024;28840,0;365002,0;informado;14,0;0,599;Dendê (cacho de coco);165000,0;0,0;0,0;2995,0;165,0;0,0;23080,0;2600,0;PA;False;0,3;12656,0
Cumaru do Norte;2024;81800,0;434016,0;informado;11,0;0,513;Soja (em grão);324000,0;0,0;0,0;260,0;81220,0;0,0;70,0;250,0;PA;False;98,4;5306,0
Curionópolis;2024;6031,0;46790,0;informado;11,0;0,388;Soja (em grão);13386,0;0,0;0,0;321,0;5200,0;0,0;20,0;490,0;PA;False;86,2;7758,0
Curralinho;2024;3124,0;100170,0;informado;5,0;0,698;Açaí;96878,0;4,0;0,0;2563,0;0,0;0,0;0,0;557,0;PA;False;0,0;32065,0
Curuá;2024;677,0;20870,0;informado;10,0;0,438;Açaí;16555,0;0,0;0,0;541,0;62,0;0,0;4,0;70,0;PA;False;7,4;30827,0
Curuçá;2024;1435,0;38406,0;informado;13,0;0,345;Mandioca;13784,0;0,0;0,0;355,0;40,0;0,0;240,0;800,0;PA;False;1,4;26764,0
Dom Eliseu;2024;201644,0;1120309,0;informado;19,0;0,657;Soja (em grão);992135,0;0,0;0,0;340,0;201053,0;10,0;91,0;150,0;PA;False;95,7;5556,0
Eldorado do Carajás;2024;5802,0;56174,0;informado;14,0;0,591;Mandioca;15420,0;0,0;0,0;537,0;4515,0;0,0;120,0;630,0;PA;False;75,8;9682,0
Faro;2024;102,0;1888,0;informado;9,0;0,655;Mandioca;1644,0;1,0;0,0;17,0;2,0;0,0;0,0;82,0;PA;False;2,0;18510,0
Floresta do Araguaia;2024;17369,0;946633,0;informado;8,0;0,454;Abacaxi;855624,0;0,0;0,0;6775,0;10040,0;0,0;4,0;550,0;PA;False;57,6;54501,0
Garrafão do Norte;2024;8360,0;145271,0;informado;11,0;0,194;Pimenta-do-reino;52839,0;0,0;20,0;1827,0;1412,0;0,0;3001,0;2100,0;PA;False;9,6;17377,0
Goianésia do Pará;2024;14310,0;70543,0;informado;7,0;0,642;Soja (em grão);57646,0;0,0;0,0;150,0;14060,0;0,0;100,0;0,0;PA;False;92,7;4930,0
Gurupá;2024;1077,0;29890,0;informado;13,0;0,233;Açaí;11826,0;4,0;0,0;480,0;168,0;0,0;105,0;320,0;PA;False;2,8;27753,0
Igarapé-Açu;2024;10540,0;248269,0;informado;17,0;0,364;Pimenta-do-reino;116170,0;15,0;0,0;1585,0;210,0;0,0;7630,0;1100,0;PA;False;1,2;23555,0
Igarapé-Miri;2024;54814,0;1569560,0;informado;14,0;0,901;Açaí;1534000,0;10,0;0,0;52200,0;72,0;0,0;502,0;2030,0;PA;False;0,1;28634,0
Inhangapi;2024;5193,0;120375,0;informado;16,0;0,358;Açaí;66634,0;0,0;0,0;3014,0;25,0;0,0;454,0;1700,0;PA;False;0,2;23180,0
Ipixuna do Pará;2024;15302,0;108163,0;informado;19,0;0,358;Soja (em grão);49595,0;0,0;0,0;474,0;12550,0;0,0;378,0;1900,0;PA;False;78,4;7069,0
Irituia;2024;4208,0;62523,0;informado;12,0;0,183;Mandioca;17953,0;0,0;60,0;1027,0;800,0;0,0;1121,0;1200,0;PA;False;11,9;14858,0
Itaituba;2024;3014,0;54431,0;informado;20,0;0,15;Mandioca;27000,0;14,0;0,0;865,0;1176,0;1,0;352,0;606,0;PA;False;20,9;18059,0
Itupiranga;2024;8360,0;120817,0;informado;10,0;0,375;Mandioca;80955,0;0,0;0,0;965,0;3725,0;0,0;100,0;3570,0;PA;False;43,3;14452,0
Jacareacanga;2024;5002,0;95097,0;informado;13,0;0,24;Mandioca;67500,0;30,0;0,0;358,0;2570,0;0,0;44,0;2000,0;PA;False;32,0;19012,0
Jacundá;2024;450,0;4229,0;informado;4,0;0,397;Soja (em grão);1650,0;0,0;0,0;30,0;370,0;0,0;0,0;50,0;PA;False;82,2;9398,0
Juruti;2024;5226,0;147246,0;informado;13,0;0,916;Mandioca;144171,0;1,0;80,0;136,0;9,0;0,0;0,0;5000,0;PA;False;0,1;28176,0
Limoeiro do Ajuru;2024;9861,0;353027,0;informado;10,0;0,838;Açaí;345600,0;0,0;0,0;9024,0;28,0;0,0;109,0;700,0;PA;False;0,2;35800,0
Mãe do Rio;2024;3048,0;34276,0;informado;12,0;0,252;Dendê (cacho de coco);13360,0;0,0;0,0;315,0;900,0;0,0;1333,0;500,0;PA;False;19,7;11245,0
Magalhães Barata;2024;1193,0;16114,0;informado;9,0;0,707;Mandioca;12526,0;0,0;0,0;108,0;70,0;0,0;15,0;1000,0;PA;False;2,5;13507,0
Marabá;2024;17737,0;196186,0;informado;16,0;0,4;Mandioca;129900,0;0,0;0,0;1257,0;9735,0;0,0;45,0;6700,0;PA;False;53,5;11061,0
Maracanã;2024;2527,0;45956,0;informado;17,0;0,206;Pimenta-do-reino;15113,0;0,0;0,0;465,0;490,0;0,0;572,0;1000,0;PA;False;9,9;18186,0
Marapanim;2024;1508,0;28257,0;informado;14,0;0,521;Mandioca;15617,0;0,0;0,0;243,0;100,0;0,0;85,0;1080,0;PA;False;2,7;18738,0
Marituba;2024;;;indisponivel;;;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;PA;False;;
Medicilândia;2024;57764,0;2779363,0;informado;16,0;0,629;Cacau (em amêndoa);2401357,0;0,0;0,0;10783,0;2190,0;8,0;44563,0;220,0;PA;False;3,6;48116,0
Melgaço;2024;6804,0;132754,0;informado;5,0;0,589;Açaí;118534,0;0,0;0,0;4990,0;0,0;0,0;14,0;1800,0;PA;False;0,0;19511,0
Mocajuba;2024;18098,0;203513,0;informado;9,0;0,313;Açaí;87000,0;0,0;0,0;8798,0;3500,0;0,0;1800,0;4000,0;PA;False;16,6;11245,0
Moju;2024;42665,0;822122,0;informado;18,0;0,312;Dendê (cacho de coco);313425,0;0,0;0,0;13980,0;930,0;0,0;21355,0;6400,0;PA;False;1,9;19269,0
Mojuí dos Campos;2024;94043,0;470576,0;informado;20,0;0,513;Soja (em grão);352800,0;10,0;0,0;489,0;92056,0;0,0;88,0;1400,0;PA;False;96,2;5004,0
Monte Alegre;2024;15631,0;278117,0;informado;22,0;0,23;Mandioca;165000,0;15,0;0,0;4309,0;4788,0;40,0;479,0;6000,0;PA;False;19,2;17793,0
Muaná;2024;3390,0;44724,0;informado;3,0;0,948;Açaí;43597,0;0,0;0,0;3340,0;0,0;0,0;0,0;50,0;PA;False;0,0;13193,0
Nova Esperança do Piriá;2024;10398,0;96087,0;informado;10,0;0,42;Pimenta-do-reino;37740,0;0,0;100,0;543,0;6305,0;0,0;450,0;3000,0;PA;False;57,7;9241,0
Nova Ipixuna;2024;1071,0;12524,0;informado;9,0;0,389;Mandioca;6422,0;0,0;0,0;139,0;642,0;0,0;10,0;280,0;PA;False;56,0;11694,0
Nova Timboteua;2024;2863,0;41357,0;informado;10,0;0,46;Mandioca;17699,0;0,0;0,0;223,0;320,0;0,0;420,0;1900,0;PA;False;4,9;14445,0
Novo Progresso;2024;35847,0;227145,0;informado;18,0;0,647;Soja (em grão);156440,0;5,0;0,0;351,0;34481,0;0,0;10,0;1000,0;PA;False;90,6;6337,0
Novo Repartimento;2024;7566,0;362988,0;informado;9,0;0,78;Cacau (em amêndoa);344992,0;0,0;0,0;396,0;248,0;0,0;6672,0;250,0;PA;False;2,0;47976,0
Óbidos;2024;8423,0;210566,0;informado;16,0;0,902;Mandioca;203837,0;12,0;0,0;307,0;90,0;0,0;14,0;8000,0;PA;False;0,5;24999,0
Oeiras do Pará;2024;10726,0;300770,0;informado;8,0;0,462;Açaí;249600,0;0,0;0,0;6527,0;259,0;0,0;480,0;3460,0;PA;False;0,8;28041,0
Oriximiná;2024;14459,0;111286,0;informado;12,0;0,938;Mandioca;103879,0;5,0;0,0;242,0;212,0;0,0;0,0;14000,0;PA;False;0,9;7697,0
Ourém;2024;2463,0;45920,0;informado;10,0;0,238;Laranja;17730,0;0,0;8,0;955,0;400,0;0,0;200,0;900,0;PA;False;8,1;18644,0
Ourilândia do Norte;2024;1900,0;66784,0;informado;7,0;0,561;Cacau (em amêndoa);56000,0;0,0;0,0;220,0;180,0;0,0;1400,0;100,0;PA;False;8,9;35149,0
Pacajá;2024;14611,0;415658,0;informado;18,0;0,313;Cacau (em amêndoa);290007,0;10,0;0,0;1210,0;2564,0;0,0;7427,0;3400,0;PA;False;11,0;28448,0
Palestina do Pará;2024;790,0;7360,0;informado;5,0;0,444;Banana (cacho);3750,0;0,0;0,0;130,0;540,0;0,0;0,0;120,0;PA;False;63,3;9316,0
